"","Position","Posted","Min.Salary.Lbs","Max.Salary.Lbs","Salary.Period","Location","Contract","ad_poster","ad_poster_type","job_Knowledge_Domain"
"1","Data Scientist ",2021-03-11,NA,NA,NA,"London","Permanent, full-time"," Vitality","Direct employer","Information Technology"
"2","Data Scientist ",2021-03-11,37689,47900,"per annum","London","Permanent, full-time","Nursing and Midwifery Council","Charity","Information Technology"
"3","Data Scientist ",2021-02-19,45000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"4","Data Scientist ",2021-02-21,50000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"5","Data Scientist ",2021-02-20,550,650,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"6","Data Scientist ",2021-03-03,550,650,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"7","Data Scientist ",2021-03-18,80000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"8","Data Scientist ",2021-02-10,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"9","Data Scientist ",2021-03-18,70000,75000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"10","Data Scientist ",2021-03-18,60000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"11","Data Scientist ",2021-03-17,55000,68000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"12","Data Scientist ",2021-03-15,40000,45000,"per annum","South East England","Permanent, full-time","CPS Group","Recruitment consultancy","Marketing And Media"
"13","Data scientist ",2021-03-08,70000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"14","Data Scientist ",2021-03-16,50000,90000,"per annum","London","Permanent, full-time","CPS Group","Recruitment consultancy","Administration"
"15","Data Scientist ",2021-03-16,NA,NA,NA,"Slough","Contract, full-time","Randstad Sourceright","Recruitment consultancy","Information Technology"
"16","Data Scientist ",2021-02-23,25000,55000,"per annum","Southwark","Permanent, full-time","Blue Pelican","Recruitment consultancy","Information Technology"
"17","Data Scientist ",2021-02-22,60000,70000,"per annum","London","Permanent, full-time","TEC PARTNERS LIMITED","Recruitment consultancy","Information Technology"
"18","Data Scientist ",2021-02-24,600,850,"per day","London","Contract, full-time","Data Idols","Recruitment consultancy","Information Technology"
"19","Data Scientist ",2021-03-14,45000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"20","Data Scientist ",2021-03-14,45000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"21","Data Scientist ",2021-03-16,500,600,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"22","Data Scientist ",2021-02-20,75000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"23","Data Scientist ",2021-03-02,60000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"24","Data Scientist ",2021-03-12,55000,60000,"per annum","Camden","Permanent, full-time","Charles Simon Associates Ltd","Recruitment consultancy","Information Technology"
"25","Data Scientist ",2021-03-03,70000,80000,"per annum","White City","Permanent, full-time","MFK Recruitment","Recruitment consultancy","Information Technology"
"26","Data Scientist ",2021-02-17,75000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Financial Services"
"27","Data Scientist ",2021-02-21,70000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"28","Data Scientist ",2021-02-25,55000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"29","Data Scientist  ",2021-02-22,50000,65000,"per annum","London","Permanent, full-time","Lynx Recruitment Ltd","Recruitment consultancy","Information Technology"
"30","Data Scientist  ",2021-03-09,50000,82500,"per annum","London","Permanent, full-time","Lynx Recruitment Ltd","Recruitment consultancy","Information Technology"
"31","Data Scientist ",2021-02-18,70000,75000,"per annum","Paddington","Permanent, full-time","Avanti","Recruitment consultancy","Information Technology"
"32","Data Scientist ",2021-02-17,90000,95000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"33","Data Scientist ",2021-03-23,40000,50000,"per annum","London","Permanent, full-time","1st Choice Computer Appointments","Recruitment consultancy","Information Technology"
"34","Data Scientist  ",2021-03-10,30000,50000,"per annum","London","Permanent, full-time","Retail Human Resources plc","Recruitment consultancy","Marketing And Media"
"35","Data Scientist ",2021-02-20,65000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"36","Data Scientist ",2021-03-02,40000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"37","Data Scientist ",2021-02-26,45000,65000,"per annum","London","Permanent, full-time","Ultimate Banking Ltd","Recruitment consultancy","Information Technology"
"38","Data Scientist ",2021-03-02,40000,50000,"per annum","Slough","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"39","Data Scientist ",2021-02-13,50000,60000,"per annum","Hemel Hempstead","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"40","Data Scientist ",2021-03-03,70000,80000,"per annum","Brentford","Permanent, full-time","MFK Recruitment","Recruitment consultancy","Information Technology"
"41","Data Scientist ",2021-03-04,40000,65000,"per annum","London","Permanent, full-time","Hays Specialist Recruitment Limited","Recruitment consultancy","Information Technology"
"42","Data Scientist ",2021-03-12,30000,40000,"per annum","London","Permanent, full-time","ITECCO","Recruitment consultancy","Information Technology"
"43","Data Scientist ",2021-02-24,45000,60000,"per annum","London","Permanent, full-time","Incite Insight","Recruitment consultancy","Information Technology"
"44","Data Scientist ",2021-03-02,50000,70000,"per annum","London","Permanent, full-time","Jefferson Frank ","Recruitment consultancy","Information Technology"
"45","Data Scientist ",2021-02-10,55000,60000,"per annum","Hemel Hempstead","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"46","Data Scientist ",2021-03-19,NA,NA,NA,"London","Contract, full-time","X4 Group","Recruitment consultancy","Information Technology"
"47","Data Scientist ",2021-03-10,NA,NA,NA,"London","Contract, full-time","X4 Group","Recruitment consultancy","Financial Services"
"48","Data Scientist ",2021-02-26,NA,NA,NA,"London","Contract, full-time","X4 Group","Recruitment consultancy","Information Technology"
"49","Data Scientist ",2021-03-08,50000,70000,"per annum","London","Permanent, full-time","X4 Group","Recruitment consultancy","Health And Social"
"50","Data Scientist ",2021-03-18,NA,NA,NA,"London","Contract, full-time","X4 Group","Recruitment consultancy","Information Technology"
"51","Data Scientist ",2021-03-11,NA,NA,NA,"London","Permanent, full-time","X4 Group","Recruitment consultancy","Information Technology"
"52","Data Scientist  ",2021-03-11,NA,NA,NA,"Welwyn Garden City","Permanent, full-time","Paypoint","Direct employer","Information Technology"
"53","Data Scientist ",2021-02-16,35000,55000,"per annum","London","Permanent, full-time","ITECCO","Recruitment consultancy","Information Technology"
"54","Data Scientist ",2021-02-23,55000,80000,"per annum","London","Permanent, full-time","Randstad Business Solutions","Recruitment consultancy","Information Technology"
"55","Data Scientist ",2021-03-09,50000,65000,"per annum","Watford","Permanent, full-time","Addition Solutions","Recruitment consultancy","Marketing And Media"
"56","Data Scientist ",2021-03-04,NA,NA,NA,"South East England","Permanent, full-time","Modis","Recruitment consultancy","Marketing And Media"
"57","Lead Data Scientist ",2021-02-12,85000,95000,"per annum","London","Permanent, full-time","The Jam","Direct employer","Information Technology"
"58","Reseearch Data Scientist ",2021-03-13,40000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"59","Reseearch Data Scientist ",2021-03-02,40000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"60","Senior Data Scientist ",2021-03-17,70000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"61","Senior Data Scientist ",2021-02-28,75000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"62","Research Data Scientist ",2021-03-18,60000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"63","Senior Data Scientist ",2021-03-03,60000,1e+05,"per annum","London","Permanent, full-time","Search Party Digital Ltd","Recruitment consultancy","Marketing And Media"
"64","Senior Data Scientist ",2021-02-28,60000,95000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"65","Principal Data Scientist ",2021-02-17,110000,120000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"66","Senior Data Scientist ",2021-03-17,60000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"67","Data Scientist Research ",2021-03-05,40000,65000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"68","Senior Data Scientist ",2021-03-21,70000,75000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"69","Senior Data Scientist ",2021-03-10,65000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"70","Senior Data Scientist ",2021-03-17,75000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"71","Senior Data Scientist ",2021-03-02,45000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"72","Marketing Data Scientist ",2021-02-28,60000,NA,NA,"London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"73","Lead Data Scientist ",2021-02-27,50000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"74","Senior Data Scientist ",2021-03-17,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"75","Senior Data Scientist ",2021-02-18,90000,110000,"per annum","Paddington","Permanent, full-time","Avanti","Recruitment consultancy","Information Technology"
"76","Senior Data Scientist ",2021-02-11,500,600,"per day","London","Contract, full-time","Jefferson Frank ","Recruitment consultancy","Marketing And Media"
"77","Lead Data Scientist ",2021-02-22,70000,80000,"per annum","London","Permanent, full-time","Blue Pelican","Recruitment consultancy","Information Technology"
"78","Senior Data Scientist ",2021-02-14,68000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"79","Senior Data Scientist ",2021-02-14,68000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"80","Data Scientist ",2021-03-13,45000,55000,"per annum","Bracknell","Permanent, full-time","Reqiva Ltd","Recruitment consultancy","Information Technology"
"81","Pricing Data Scientist ",2021-03-23,50000,60000,"per annum","London","Permanent, full-time","ADLIB","Recruitment consultancy","Financial Services"
"82","Data Scientist ",2021-03-13,45000,55000,"per annum","Leatherhead","Permanent, full-time","Reqiva Ltd","Recruitment consultancy","Information Technology"
"83","Data Scientist ",2021-03-13,45000,55000,"per annum","Woking","Permanent, full-time","Reqiva Ltd","Recruitment consultancy","Information Technology"
"84","Data Scientist ",2021-03-12,45000,55000,"per annum","Guildford","Permanent, full-time","Reqiva Ltd","Recruitment consultancy","Information Technology"
"85","Junior Data Scientist ",2021-02-23,25000,55000,"per annum","Southwark","Permanent, full-time","Blue Pelican","Recruitment consultancy","Information Technology"
"86","Data Scientist Investment ",2021-03-16,55000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"87","Principal Data Scientist ",2021-02-18,1e+05,120000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"88","Senior Data Scientist ",2021-02-23,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"89","Senior Data Scientist ",2021-02-14,50000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"90","Senior Data Scientist ",2021-03-17,70000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Engineering"
"91","Senior Data Scientist ",2021-03-09,60000,75000,"per annum","London","Permanent, full-time","Data Idols","Recruitment consultancy","Information Technology"
"92","Data Scientist Product ",2021-03-13,50000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"93","Senior Data Scientist ",2021-03-17,55000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"94","Data Scientist Python ",2021-02-25,65000,80000,"per annum","Paddington","Permanent, full-time","Client Server Ltd.","Recruitment consultancy","Information Technology"
"95","Data Scientist Investment ",2021-03-03,65000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"96","Senior Data Scientist ",2021-02-11,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"97","Senior Data Scientist ",2021-02-10,50000,1e+05,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"98","Data Scientist All Levels ",2021-03-03,50000,120000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"99","Data Scientist All Levels ",2021-02-10,40000,120000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"100","Senior Data Scientist ",2021-03-02,40000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"101","Senior Data Scientist ",2021-03-18,55000,70000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"102","Pricing Data Scientist ",2021-03-02,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"103","Pricing Data Scientist ",2021-02-18,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"104","Data Scientist All Levels ",2021-03-16,60000,120000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"105","Principal Data Scientist ",2021-03-02,1e+05,120000,"per annum","London","Permanent, full-time","La Fosse Associates","Recruitment consultancy","Marketing And Media"
"106","Senior Data Scientist ",2021-02-15,75000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Engineering"
"107","Pricing Data Scientist ",2021-02-18,70000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"108","Senior Data Scientist ",2021-02-14,70000,75000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"109","Pricing Data Scientist ",2021-02-20,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"110","Senior Data Scientist  ",2021-02-22,65000,85000,"per annum","London","Permanent, full-time","Lynx Recruitment Ltd","Recruitment consultancy","Information Technology"
"111","Pricing Data Scientist ",2021-02-18,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"112","Senior Data Scientist ",2021-03-12,65000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"113","Senior Data Scientist ",2021-02-22,NA,NA,NA,"London","Contract, full-time","X4 Group","Recruitment consultancy","Information Technology"
"114","Senior Data Scientist ",2021-03-22,60000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"115","Senior Data Scientist ",2021-02-13,70000,83000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"116","Senior Data Scientist ",2021-02-09,70000,83000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"117","Senior Data Scientist ",2021-02-19,60000,70000,"per annum","Southwark","Permanent, full-time","Blue Pelican","Recruitment consultancy","Information Technology"
"118","Senior Data Scientist ",2021-02-22,50000,65000,"per annum","Southwark","Permanent, full-time","Blue Pelican","Recruitment consultancy","Information Technology"
"119","Data Scientist Product ",2021-03-12,50000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"120","Data Scientist/ Senior Data Scientist ",2021-03-16,50000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Engineering"
"121","Data Scientist/ Senior Data Scientist ",2021-02-10,50000,110000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Engineering"
"122","Senior Data Scientist ",2021-02-19,60000,80000,"per annum","London","Permanent, full-time","Sphere Digital Recruitment","Recruitment consultancy","Marketing And Media"
"123","Ecommerce Data Scientist ",2021-02-24,32000,38000,"per annum","London","Permanent, full-time","Beringer Tame","Recruitment consultancy","Information Technology"
"124","Data Scientist - Forecasting ",2021-03-11,500,550,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"125","Data Scientist - Forecasting ",2021-03-13,500,550,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"126","Data Scientist - Retail ",2021-02-28,60000,75000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"127","Data Scientist - Marketplace ",2021-02-28,60000,1e+05,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"128","Data Scientist - Insurance ",2021-03-16,NA,NA,NA,"London","Permanent, full-time","Search Consultancy","Recruitment consultancy","Marketing And Media"
"129","Data Scientist - Customer Data ",2021-03-04,500,550,"per day","London","Contract, full-time","La Fosse Associates","Recruitment consultancy","Information Technology"
"130","SC Cleared Data Scientist ",2021-02-18,55000,65000,"per annum","London","Permanent, full-time","Jefferson Frank ","Recruitment consultancy","Information Technology"
"131","Data Scientist - Pricing ",2021-02-18,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Financial Services"
"132","Data Scientist - Marketing ",2021-03-09,600,800,"per day","London","Contract, full-time","Data Idols","Recruitment consultancy","Marketing And Media"
"133","Data Scientist - Risk ",2021-02-23,550,650,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"134","Data Scientist - Remote ",2021-02-25,400,450,"per day","London","Contract, full-time","Understanding Recruitment","Recruitment consultancy","Information Technology"
"135","Senior Forecasting Data Scientist ",2021-03-10,65000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"136","Senior Research Data Scientist ",2021-03-05,50000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"137","Senior Data Scientist Forecasting ",2021-03-13,65000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"138","Senior Forecasting Data Scientist ",2021-03-20,65000,85000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"139","Senior Product Data Scientist ",2021-03-06,50000,90000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"140","Senior Product Data Scientist ",2021-03-02,55000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"141","Senior Marketplace Data Scientist ",2021-03-05,60000,1e+05,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"142","Senior Product Data Scientist ",2021-03-12,55000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"143","Data Scientist - Defence ",2021-03-22,40000,65000,"per annum","London","Permanent, full-time","Anson McCade Ltd - IT and Finance Recruitment","Recruitment consultancy","Marketing And Media"
"144","Senior Data Scientist ",2021-02-23,60000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"145","Data Scientist - Inside IR35 ",2021-02-11,550,NA,NA,"London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"146","Principal Data Scientist ",2021-03-16,NA,NA,NA,"London","Permanent, full-time","eFinancial Careers","Direct employer","Human Resources"
"147","Data Scientist - Inside IR35 ",2021-02-13,550,NA,NA,"London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"148","Data Engineer / Data Scientist - Remote ",2021-03-03,40000,65000,"per annum","London","Permanent, full-time","Shift F5 Limited","Recruitment consultancy","Information Technology"
"149","Data Scientist - Product Analytics ",2021-02-28,550,650,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"150","Data Scientist Contract - Forecasting ",2021-03-10,500,550,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Engineering"
"151","Data Scientist - Inside IR35 ",2021-03-16,550,NA,NA,"London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"152","Senior Data Scientist - Marketplace ",2021-02-23,60000,1e+05,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"153","Senior Data Scientist - Marketing ",2021-02-28,60000,NA,NA,"London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"154","Data Scientist Contract - Product ",2021-03-10,500,600,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"155","Data Scientist Machine Learning ",2021-03-11,60000,65000,"per annum","London","Permanent, full-time","ITECCO","Recruitment consultancy","Information Technology"
"156","Fraud Data Scientist  ",2021-03-17,70000,90000,"per annum","London","Permanent, full-time","Green Park","Recruitment consultancy","Information Technology"
"157","Data Scientist Contract - Experimentation ",2021-03-02,500,600,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"158","Data Scientist Contract - Experimentation ",2021-03-02,500,600,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"159","Senior Data Scientist ",2021-03-23,NA,NA,NA,"London","Permanent, full-time","eFinancial Careers","Direct employer","Financial Services"
"160","Data Scientist - Gaming/ Betting ",2021-02-14,50000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"161","Data Scientist Contract - Remote/InsideIR35 ",2021-03-07,500,600,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Marketing And Media"
"162","Data Scientist - Healthcare Analytics ",2021-03-10,500,600,"per day","London","Contract, full-time","X4 Group","Recruitment consultancy","Information Technology"
"163","Senior Consultant - Data Scientist ",2021-03-11,40000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Financial Services"
"164","Senior Consultant - Data Scientist ",2021-03-12,40000,60000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Financial Services"
"165","Data Scientist - Causal Inference ",2021-03-13,500,600,"per day","Camden","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"166","Data Scientist - SAS PAYE ",2021-02-25,450,500,"per day","London","Contract, full-time","iO Associates","Recruitment consultancy","Financial Services"
"167","Data Scientist - Digital Platform ",2021-03-05,55000,65000,"per annum","London","Permanent, full-time","Blue Pelican","Recruitment consultancy","Marketing And Media"
"168","Data Scientist Contract - Simulation ",2021-03-20,500,550,"per day","Covent Garden","Contract, full-time","Harnham","Recruitment consultancy","Logistics And Transport"
"169","Principal Data Scientist  - Supply Chain ",2021-02-27,80000,130000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"170","Senior Data Scientist Credit/ Lending ",2021-03-03,60000,75000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Information Technology"
"171","Data Scientist - Expression of Interest ",2021-03-11,NA,NA,NA,"Enfield Town",NA,"MAXIMUS People Services","Direct employer","Information Technology"
"172","Data Scientist Deep Learning, Python, Statistics ",2021-03-22,70000,80000,"per annum","Camden","Permanent, full-time","Understanding Recruitment","Recruitment consultancy","Information Technology"
"173","Data Scientist Statistical Models, Machine Learning ",2021-03-08,70000,80000,"per annum","Camden","Permanent, full-time","Understanding Recruitment","Recruitment consultancy","Information Technology"
"174","Data Analyst / Scientist / Engineer  ",2021-03-23,60000,70000,"per annum","London","Permanent, full-time","Logical Resources Recruitment Group Ltd","Recruitment consultancy","Information Technology"
"175","Senior Data Scientist - Unicorn Tech ",2021-03-10,70000,80000,"per annum","London","Permanent, full-time","Harnham","Recruitment consultancy","Engineering"
"176","Data Scientist - Midlevel Contract ",2021-03-20,400,500,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
"177","Data Scientist / SAS Programmer/ Clinical Data Manager           ",2021-03-10,45000,57000,"per annum","South East England","Permanent, full-time","Hudson Shribman","Recruitment consultancy","Information Technology"
"178","Machine Learning Data Scientist (SQL/Python) ",2021-02-23,550,580,"per day","London","Contract, full-time","IT Talent Solutions Ltd","Recruitment consultancy","Information Technology"
"179","Data Scientist / SAS Programmer/ Clinical Data Manager           ",2021-03-10,45000,57000,"per annum","South East England","Contract, full-time","Hudson Shribman","Recruitment consultancy","Information Technology"
"180","Principal Data Scientist - Experian DataLabs ",2021-02-11,NA,NA,NA,"London","Permanent, full-time","Experian Limited","Direct employer","Information Technology"
"181","Bioinformatics Data Scientist - leading biotech ",2021-02-26,45000,65000,"per annum","London","Permanent, full-time","Hays Specialist Recruitment Limited","Recruitment consultancy","Information Technology"
"182","Principal Data Scientist - Experian DataLabs ",2021-02-16,NA,NA,NA,"London","Permanent, full-time","Experian Limited","Direct employer","Information Technology"
"183","Data Scientist Python, Developing Machine Learning Tech ",2021-03-15,70000,80000,"per annum","Camden","Permanent, full-time","Understanding Recruitment","Recruitment consultancy","Information Technology"
"184","Data Scientist - Data Mining, Data Analysis, AWS, A/B Testing ",2021-03-09,500,600,"per day","London","Contract, full-time","Hays Specialist Recruitment Limited","Recruitment consultancy","Marketing And Media"
"185","Analyst/Junior Data Scientist - Insights Consultancy ",2021-02-26,25000,35000,"per annum","London","Permanent, full-time","Resources Group","Recruitment consultancy","Marketing And Media"
"186","Principal Data Scientist - Experian DataLabs ",2021-02-25,NA,NA,NA,"London","Permanent, full-time","Experian Limited","Direct employer","Information Technology"
"187","Data Scientist - Product Analytics ",2021-03-13,500,550,"per day","London","Contract, full-time","Harnham","Recruitment consultancy","Information Technology"
